,Expected Cap,Std Cap,Exp Cap < 500k,Prob >= 500k,Expected Annual_sharpe,Expected Annual_sortino,Expected MDD,ret VaR,ret CVaR,cap VaR,cap CVaR
alloc_1 5Y,256849.77363546763,61770.188038505505,256849.77363546763,0.0,1.6118662542124622,2.1324684290341507,0.16682209404352244,-0.006573744578395493,-0.005471083019102707,137842.51495014556,136619.9109342636
alloc_2 5Y,283138.0477616778,63164.498923920095,283138.0477616778,0.0,1.4066989993675254,1.8945193934523572,0.2109326611699075,-0.006943386232172388,-0.006778822360047664,155254.5881284888,155254.58812848877
