,Expected Cap,Std Cap,Exp Cap < 500k,Prob >= 500k,Expected Annual_sharpe,Expected Annual_sortino,Expected MDD,ret VaR,ret CVaR,cap VaR,cap CVaR
alloc_1 10Y,795792.9234636178,153835.6929606097,484354.0857377916,0.996,1.6419383542897668,2.249231489819559,0.2013985276860051,-0.009044488181881638,-0.009044488181881638,526689.5374146124,512577.7201890054
alloc_2 10Y,1024009.8182058088,197502.44831278353,0.0,1.0,1.521768852244531,2.1064995313659867,0.23542309516398938,-0.01171374552401705,-0.011672658431051142,644755.2374880852,636585.8477398249
