,Expected Cap,Std Cap,Exp Cap < 500k,Prob >= 500k,Expected Annual_sharpe,Expected Annual_sortino,Expected MDD,ret VaR,ret CVaR,cap VaR,cap CVaR
alloc_1 7Y,417642.40592586907,81821.35795602865,393201.1891142877,0.172,1.531108124222172,2.0353881048558695,0.197089582837917,-0.00846500157006913,-0.008266375178558605,277438.7502089672,253766.5277737493
alloc_2 7Y,484211.4457239776,91905.57937008655,414066.3403042776,0.466,1.3929873538396689,1.8855132328534359,0.23600061697087843,-0.01132464248225662,-0.011244612861238457,285995.1054798942,285995.1054798942
