,Expected Cap,Std Cap,Exp Cap < 500k,Prob >= 500k,Expected Annual_sharpe,Expected Annual_sortino,Expected MDD,ret VaR,ret CVaR,cap VaR,cap CVaR
alloc_1 7Y,368161.90379471466,71332.67478239244,364310.17571526073,0.022,1.5222077743747517,2.026885281258597,0.1983389019434447,-0.008459704866295516,-0.007935331192707729,249289.70921893802,232124.0442143825
alloc_2 7Y,422884.1662240119,69871.772808207,408621.73156684864,0.098,1.4079886142727747,1.9096201163640514,0.2321136017261929,-0.01132464248225662,-0.011244612861238457,285744.75282693584,256334.467348288
